dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.32069,0.81094,0.36589,1,1,1,3,1,0.25509,0.9998,0.001
0.97972,0.59077,0.79484,1,2,2,3,1,0.21543,0.001,0.135
0.22968,0.78305,0.517,3,2,2,1,2,0.098174,0.0692,0.662
0.10734,0.37732,0.015976,3,1,1,2,2,0.21271,0.9998,0.036
0.47901,0.91181,0.083073,1,1,2,3,3,0.33707,0.9998,0.004
0.33443,0.37984,0.66797,3,2,2,1,2,0.27153,0.034,0.316
0.15273,0.95052,0.87017,1,2,2,2,2,0.13279,0.9998,0.106
0.16689,0.89465,0.65277,2,2,1,2,2,0.25938,0.9998,0.085
0.49984,0.3996,0.25216,3,1,3,1,1,0.45408,0.0032,0.218
0.11582,0.75302,0.10757,2,3,2,3,1,0.14277,0.9998,0.164
0.34246,0.64399,0.79185,1,1,3,2,1,0.1284,0.2023,0.005
0.87732,0.40588,0.18518,2,3,1,2,2,0.46493,0.3442,0.123
0.69204,0.31951,0.88735,3,1,3,1,2,0.45828,0.001,0.153
0.054817,0.99453,0.29562,2,1,2,3,2,0.12005,0.9998,0.001
0.76812,0.70858,0.31492,2,1,1,2,1,0.45216,0.9998,0.003
0.90373,0.73408,0.425,3,2,1,2,3,0.0029483,0.9998,0.332
0.45347,0.78595,0.91488,3,2,2,2,3,0.055712,0.595,0.142
0.8831,0.32012,0.3588,1,2,3,2,1,0.43211,0.001,0.277
0.46412,0.65831,0.59648,3,2,2,1,1,0.23531,0.0219,0.592
0.69998,0.68327,0.10139,2,2,1,1,1,0.17376,0.0439,0.692
0.88282,0.35408,0.70307,3,1,3,3,1,0.33475,0.0065,0.001
0.30473,0.4022,0.95551,3,3,1,2,2,0.48024,0.9998,0.056
0.058289,0.69553,0.54505,3,3,2,2,3,0.48696,0.9998,0.117
0.7741,0.48037,0.7857,1,2,1,1,1,0.30485,0.0626,0.289
0.4564,0.97741,0.19749,1,3,2,2,3,0.39269,0.1726,0.379
0.54703,0.50778,0.74911,3,3,2,3,2,0.05912,0.9998,0.086
0.14151,0.33505,0.96583,1,3,1,3,2,0.11418,0.9998,0.04
0.0051367,0.57606,0.881,2,1,2,2,1,0.14648,0.9998,0.002
0.67738,0.81235,0.89864,3,3,3,3,2,0.46688,0.0879,0.134
0.34176,0.30963,0.39611,2,2,3,3,1,0.30254,0.4993,0.013
0.085129,0.82581,0.74674,1,2,1,2,1,0.11572,0.9998,0.096
0.98755,0.92908,0.14855,1,1,1,2,3,0.044217,0.0043,0.104
0.93755,0.48367,0.040756,2,3,3,1,1,0.32441,0.001,0.9
0.6725,0.47669,0.94445,2,3,1,3,1,0.16317,0.9998,0.047
0.29816,0.75726,0.97922,3,1,3,2,2,0.35065,0.4003,0.002
0.54071,0.86565,0.15078,2,3,1,2,3,0.1004,0.9998,0.34
0.19361,0.34782,0.10864,3,1,2,2,2,0.21922,0.749,0.006
0.030239,0.47416,0.7131,2,1,2,2,2,0.36674,0.9998,0.001
0.9385,0.64432,0.3543,3,2,1,3,2,0.40712,0.9998,0.023
0.52925,0.36783,0.91483,1,3,2,1,1,0.36178,0.0153,0.47
0.59479,0.5149,0.36596,2,1,3,1,2,0.49686,0.0021,0.258
0.43431,0.781,0.67334,2,3,2,1,1,0.17961,0.045,0.794
0.35745,0.36678,0.98498,2,1,1,2,2,0.21158,0.9998,0.001
0.25617,0.91814,0.84791,3,3,3,3,2,0.010389,0.9998,0.245
0.039597,0.37188,0.36119,1,3,1,1,2,0.0039667,0.9998,0.642
0.56723,0.62664,0.37078,2,1,3,3,2,0.017523,0.2562,0.002
0.32989,0.62958,0.56922,3,3,3,3,1,0.30137,0.5026,0.075
0.64792,0.57372,0.11587,1,2,2,1,3,0.15419,0.0076,0.847
0.91992,0.78101,0.11448,1,2,3,3,1,0.37942,0.001,0.303
0.96582,0.33357,0.16186,3,3,2,2,3,0.4153,0.001,0.587
0.38708,0.95169,0.47211,1,2,3,2,3,0.26225,0.0516,0.263
0.67651,0.62227,0.020421,1,1,3,1,2,0.34523,0.001,0.69
0.074399,0.42754,0.41261,1,1,1,2,2,0.083887,0.9998,0.003
0.79582,0.71951,0.68039,3,3,2,1,2,0.23341,0.0076,0.9
0.96382,0.83417,0.61279,3,1,1,2,1,0.19315,0.9998,0.004
0.7469,0.86353,0.39399,3,2,3,2,2,0.38755,0.0043,0.379
0.76625,0.64235,0.40779,2,2,2,3,3,0.4371,0.4564,0.028
0.49546,0.60065,0.6961,1,1,1,3,3,0.10925,0.9998,0.001
0.96505,0.36645,0.77981,1,2,2,1,3,0.094319,0.001,0.814
0.69344,0.91346,0.019635,1,2,1,2,2,0.3433,0.144,0.42
0.48587,0.52057,0.38138,3,3,2,2,3,0.0090052,0.3816,0.467
0.77271,0.76326,0.39797,2,1,1,1,1,0.25053,0.045,0.182
0.054759,0.64523,0.83015,2,1,1,3,3,0.45924,0.9998,0.001
0.9768,0.6141,0.89417,3,3,2,1,1,0.45559,0.001,0.9
0.1376,0.35794,0.11223,3,3,3,3,3,0.18461,0.2078,0.133
0.48861,0.94576,0.13484,3,2,3,1,1,0.072191,0.012,0.9
0.87335,0.68422,0.86132,1,2,1,2,1,0.026561,0.9998,0.128
0.92552,0.80506,0.63656,2,1,2,2,1,0.4729,0.0032,0.022
0.8671,0.46021,0.30105,3,2,2,3,3,0.20495,0.0395,0.078
0.77957,0.41081,0.72917,1,1,1,3,3,0.096752,0.9998,0.001
0.75203,0.47967,0.54866,2,3,1,2,2,0.46902,0.9998,0.078
0.42874,0.82308,0.46498,3,2,3,1,1,0.49187,0.0076,0.714
0.105,0.83237,0.13911,3,1,1,3,3,0.30353,0.9998,0.002
0.741,0.53752,0.41609,3,1,1,3,1,0.096898,0.9998,0.001
0.4314,0.99594,0.92765,3,1,2,3,1,0.021511,0.9998,0.001
0.29416,0.3386,0.70069,2,1,3,2,2,0.44648,0.3464,0.001
0.48692,0.41591,0.25732,3,2,3,2,1,0.00087207,0.0516,0.48
0.078074,0.71387,0.49613,3,3,1,1,1,0.24647,0.9998,0.287
0.28911,0.79044,0.91304,2,3,1,3,3,0.47245,0.9998,0.059
0.18108,0.47069,0.99712,1,1,2,1,1,0.32747,0.1737,0.031
0.38107,0.54315,0.085379,1,3,3,3,2,0.10608,0.0824,0.315
0.52166,0.98199,0.68421,1,3,1,2,1,0.20074,0.9998,0.202
0.54114,0.91593,0.37842,1,2,2,1,1,0.41325,0.0153,0.712
0.41455,0.70467,0.12863,1,2,3,1,2,0.052086,0.0131,0.9
0.30947,0.32881,0.94752,1,2,2,3,2,0.037308,0.9998,0.016
0.89517,0.72205,0.4817,3,1,1,3,3,0.16037,0.9998,0.001
0.8279,0.49567,0.83178,2,2,2,3,3,0.2641,0.6742,0.015
0.88746,0.36478,0.49637,1,3,3,1,2,0.11432,0.001,0.9
0.34421,0.71352,0.23224,1,2,1,1,2,0.44504,0.4729,0.24
0.12167,0.76783,0.18055,2,3,1,1,2,0.088976,0.9998,0.526
0.28948,0.90194,0.40994,3,1,2,3,3,0.49899,0.9998,0.001
0.18626,0.91425,0.61517,2,3,1,1,1,0.37887,0.9998,0.303
0.83152,0.82434,0.72121,2,1,3,1,3,0.26153,0.001,0.296
0.60593,0.55192,0.57513,3,1,1,2,1,0.30968,0.9998,0.002
0.44404,0.45462,0.72476,3,2,2,2,1,0.37144,0.7446,0.034
0.35942,0.97503,0.87322,1,1,3,3,2,0.21757,0.7567,0.001
0.16118,0.47647,0.48252,1,2,1,1,1,0.21404,0.9998,0.133
0.90643,0.55625,0.30592,3,1,1,2,3,0.30191,0.9998,0.003
0.40484,0.8054,0.70381,2,1,3,2,3,0.14868,0.1099,0.01
0.69359,0.62536,0.25341,1,2,2,3,2,0.23856,0.4201,0.047
0.0897,0.68012,0.16239,2,2,1,3,1,0.002387,0.9998,0.207
0.50092,0.36025,0.25199,2,2,2,2,1,0.086514,0.1231,0.137
0.35772,0.6124,0.79623,1,3,1,2,2,0.40688,0.9998,0.099
0.060562,0.36394,0.93991,1,1,2,1,3,0.29183,0.3376,0.017
0.64559,0.95324,0.5444,3,2,2,1,1,0.33499,0.0109,0.762
0.94069,0.8702,0.5252,3,2,3,3,1,0.40979,0.001,0.165
0.75942,0.42279,0.55988,3,3,2,3,1,0.26609,0.6445,0.048
0.021088,0.8302,0.0078676,1,3,3,2,1,0.13275,0.0637,0.768
0.55012,0.70919,0.5308,2,1,2,1,3,0.4298,0.012,0.189
0.28477,0.908,0.066955,2,3,3,1,2,0.3057,0.0241,0.9
0.93503,0.53494,0.19762,2,1,2,1,1,0.035787,0.001,0.461
0.38364,0.41069,0.64188,3,3,2,1,3,0.019204,0.0692,0.832
0.013695,0.83393,0.72275,1,2,3,1,1,0.42722,0.034,0.517
0.47195,0.35567,0.68203,1,2,1,1,2,0.26264,0.9998,0.086
0.3459,0.3477,0.01148,2,3,1,2,3,0.003395,0.9998,0.608
0.218,0.57341,0.33812,1,1,1,2,2,0.37294,0.9998,0.003
0.09113,0.65071,0.91825,2,2,2,2,1,0.12381,0.9998,0.067
0.39415,0.56645,0.36961,2,1,1,2,2,0.37657,0.9998,0.002
0.32978,0.93265,0.46612,2,1,3,2,2,0.2541,0.1077,0.014
0.85778,0.30701,0.0086846,3,1,1,1,1,0.42024,0.001,0.646
0.6941,0.98411,0.57526,3,3,3,1,1,0.28119,0.0065,0.9
0.3075,0.32713,0.56778,3,3,1,2,3,0.32542,0.9998,0.062
0.90191,0.76941,0.29155,3,3,1,3,1,0.16174,0.9998,0.116
0.53355,0.88259,0.47279,3,1,2,2,1,0.31618,0.6665,0.005
0.41407,0.92742,0.51201,1,3,1,2,3,0.48084,0.9998,0.161
0.21151,0.69224,0.10361,2,2,3,2,2,0.14616,0.0461,0.376
0.55705,0.73436,0.00065692,2,1,1,1,2,0.093892,0.0175,0.9
0.58118,0.40571,0.41021,2,1,2,1,1,0.44652,0.0087,0.126
0.56912,0.53902,0.41792,3,2,2,1,2,0.088386,0.0142,0.745
0.028319,0.66461,0.25912,3,3,1,2,3,0.25411,0.9998,0.174
0.88003,0.47865,0.19215,3,3,3,3,1,0.093309,0.0032,0.457
0.8978,0.62165,0.16345,3,2,2,3,1,0.13437,0.0098,0.217
0.52302,0.89058,0.89186,2,3,2,1,3,0.34279,0.034,0.81
0.085304,0.85781,0.40181,2,2,2,1,1,0.024897,0.1506,0.77
0.48064,0.93584,0.25053,1,3,3,2,3,0.26332,0.0373,0.557
0.16883,0.71946,0.81099,1,3,2,2,1,0.42446,0.9998,0.105
0.543,0.50859,0.38184,3,1,2,3,1,0.26694,0.9998,0.001
0.69448,0.531,0.75049,2,1,1,1,1,0.39783,0.9998,0.016
0.91904,0.41714,0.97196,1,1,3,2,2,0.1098,0.001,0.018
0.58869,0.37613,0.64682,1,1,3,2,3,0.36556,0.0516,0.003
0.84166,0.60102,0.29939,3,1,1,2,1,0.28858,0.9998,0.004
0.38301,0.46716,0.39391,2,3,1,2,3,0.097917,0.9998,0.157
0.31995,0.86824,0.45886,2,2,1,3,3,0.33798,0.9998,0.031
0.17116,0.67362,0.70886,1,3,3,3,1,0.00050639,0.9998,0.368
0.33519,0.39732,0.33652,1,3,3,1,1,0.28307,0.0098,0.676
0.69674,0.92197,0.046204,2,3,1,1,2,0.14609,0.1352,0.893
0.37059,0.31108,0.50364,3,3,1,1,3,0.47458,0.9998,0.099
0.61883,0.91273,0.41988,3,1,3,2,1,0.46522,0.0175,0.023
0.69858,0.45982,0.70341,2,3,3,2,3,0.11902,0.0109,0.476
0.71688,0.88983,0.26191,2,2,2,3,3,0.23064,0.3101,0.078
0.88804,0.77519,0.2144,2,2,1,2,3,0.098371,0.3596,0.22
0.18761,0.90139,0.5153,2,3,3,2,1,0.23449,0.1352,0.343
0.35033,0.43839,0.47859,1,3,2,2,3,0.44445,0.5466,0.096
0.021178,0.81584,0.40114,2,1,1,2,3,0.35503,0.9998,0.004
0.82859,0.73857,0.60839,2,2,3,2,1,0.353,0.0021,0.351
0.035388,0.97104,0.37381,2,1,2,1,3,0.49839,0.0967,0.135
0.068854,0.9476,0.039355,3,1,2,3,2,0.49536,0.9998,0.01
0.22952,0.38743,0.051182,3,3,1,3,3,0.31976,0.9998,0.09
0.42011,0.76959,0.80668,1,3,2,1,3,0.44489,0.0373,0.689
0.95247,0.45038,0.20599,3,3,3,3,2,0.49269,0.001,0.396
0.68805,0.73584,0.10355,2,1,2,1,1,0.14302,0.0032,0.513
0.77782,0.45329,0.15517,2,3,3,2,2,0.12345,0.0032,0.688
0.066637,0.62264,0.35101,3,2,2,3,2,0.30261,0.9998,0.025
0.21699,0.67443,0.34247,2,1,3,1,1,0.082872,0.0153,0.319
0.014161,0.38267,0.13915,2,1,1,2,2,0.38104,0.9998,0.003
0.84967,0.91173,0.94683,1,2,1,2,2,0.40428,0.9998,0.062
0.34961,0.86375,0.057274,1,1,1,3,2,0.094138,0.9998,0.012
0.35036,0.62256,0.4122,1,3,2,1,2,0.47356,0.0318,0.624
0.85153,0.3477,0.52624,3,2,2,2,2,0.1644,0.0076,0.214
0.97682,0.69186,0.47215,2,3,3,3,1,0.19765,0.001,0.425
0.22969,0.78095,0.036681,1,1,2,3,1,0.39317,0.6709,0.011
0.43703,0.74141,0.67361,2,3,2,3,1,0.45875,0.9998,0.055
0.72154,0.65342,0.6773,3,1,2,2,1,0.40119,0.2672,0.003
0.66835,0.40275,0.278,3,1,3,2,1,0.32971,0.0087,0.02
0.87931,0.76346,0.5218,2,1,3,2,3,0.12738,0.001,0.035
0.48756,0.94055,0.48982,3,3,2,3,1,0.24215,0.9998,0.103
0.4429,0.68718,0.96254,1,1,2,1,1,0.28576,0.0318,0.12
0.97757,0.40008,0.27279,1,2,1,2,3,0.48544,0.0054,0.229
0.97473,0.34065,0.026379,3,2,3,3,3,0.35488,0.001,0.382
0.37473,0.93856,0.83939,2,2,2,1,3,0.29645,0.0428,0.607
0.11896,0.90196,0.86549,1,1,1,1,3,0.44773,0.9998,0.031
0.54818,0.83788,0.77951,1,3,1,1,1,0.17454,0.5279,0.446
0.43206,0.74756,0.83113,3,1,2,2,1,0.35436,0.9998,0.002
0.34377,0.81151,0.28728,1,2,3,3,1,0.22195,0.2397,0.07
0.6857,0.46095,0.66451,3,3,2,1,1,0.42211,0.0054,0.724
0.4929,0.7063,0.94895,3,3,1,3,1,0.31583,0.9998,0.055
0.018085,0.89392,0.90235,2,1,1,3,3,0.33802,0.9998,0.001
0.31644,0.41677,0.45963,1,2,3,1,1,0.45892,0.0087,0.441
0.022639,0.35546,0.92087,1,1,3,3,3,0.25707,0.8777,0.001
0.70716,0.57287,0.90614,1,3,3,1,3,0.063673,0.0065,0.9
0.11148,0.68871,0.60507,2,2,2,1,1,0.39202,0.0769,0.365
0.29801,0.48015,0.8319,3,1,2,3,2,0.34727,0.9998,0.001
0.95916,0.67474,0.56664,1,2,3,2,2,0.057931,0.001,0.411
0.95108,0.3546,0.43673,2,3,2,1,2,0.39083,0.001,0.896
0.78815,0.48753,0.52928,1,3,2,3,2,0.32461,0.3717,0.069
0.37262,0.63552,0.30442,1,1,1,3,1,0.35571,0.9998,0.001
0.58053,0.49373,0.092044,2,2,1,2,1,0.13032,0.9998,0.112
0.43648,0.48075,0.43207,3,3,2,2,2,0.017792,0.3915,0.352
0.068514,0.57311,0.25884,1,2,1,3,2,0.37759,0.9998,0.025
0.77655,0.5805,0.62333,3,3,1,2,1,0.48678,0.9998,0.084
0.16773,0.75109,0.012675,2,3,2,2,1,0.0054336,0.5345,0.806
0.048102,0.96374,0.037086,2,1,2,1,2,0.26699,0.0307,0.52
0.77362,0.89708,0.94575,2,1,1,2,2,0.059117,0.9998,0.005
0.34016,0.72726,0.65667,1,1,2,1,1,0.48984,0.045,0.102
0.95684,0.33095,0.064534,2,3,1,2,2,0.45417,0.0054,0.453
0.42107,0.48256,0.49749,3,3,3,3,2,0.004786,0.3629,0.274
0.64139,0.49536,0.30723,3,1,1,1,3,0.22142,0.276,0.058
0.0060107,0.3613,0.24975,3,1,2,3,2,0.13081,0.9998,0.001
0.062091,0.35902,0.80198,1,2,2,2,3,0.25466,0.9998,0.029
0.034057,0.97386,0.93234,2,1,2,1,2,0.26138,0.1726,0.098
0.19541,0.67915,0.54629,2,3,3,1,1,0.13094,0.0307,0.844
0.99147,0.40917,0.47439,1,3,2,2,3,0.23964,0.001,0.616
0.98654,0.96513,0.78428,2,2,3,1,1,0.037129,0.001,0.864
0.47326,0.92871,0.14367,2,2,3,3,1,0.12286,0.0681,0.199
0.85017,0.85168,0.18567,1,3,1,1,1,0.19742,0.0461,0.87
0.23156,0.96232,0.35942,1,2,3,1,2,0.14536,0.0241,0.814
0.9493,0.976,0.82845,1,2,2,1,3,0.09494,0.001,0.857
0.91051,0.98278,0.69808,3,2,1,2,1,0.12298,0.9998,0.116
0.082766,0.3251,0.57197,3,1,3,2,1,0.41981,0.617,0.001
0.23545,0.77549,0.42901,3,3,2,2,1,0.083141,0.7974,0.258
0.86349,0.66529,0.52894,2,2,3,2,3,0.33979,0.001,0.383
0.16615,0.90488,0.27426,3,1,2,2,3,0.28699,0.9998,0.007
0.026344,0.75625,0.89267,1,2,1,2,3,0.22511,0.9998,0.068
0.23347,0.61786,0.047725,3,3,2,2,3,0.30567,0.1242,0.403
0.71055,0.78323,0.72605,1,2,1,2,2,0.22052,0.9998,0.075
0.51721,0.67624,0.161,1,2,3,3,2,0.069116,0.0582,0.186
0.60386,0.58578,0.43881,2,2,2,1,1,0.039707,0.0175,0.81
0.12049,0.82554,0.96525,2,1,3,3,2,0.43337,0.9998,0.001
0.99716,0.49677,0.35818,3,1,1,3,2,0.37,0.0648,0.001
0.89681,0.77146,0.60734,2,2,1,1,1,0.025825,0.045,0.812
0.05307,0.68964,0.15135,2,1,1,3,3,0.49467,0.9998,0.001
0.62171,0.30742,0.22227,2,2,3,3,3,0.026308,0.0351,0.128
0.74862,0.49646,0.86878,2,3,2,2,1,0.40106,0.0538,0.196
0.017692,0.54103,0.8353,2,3,2,1,1,0.13733,0.1308,0.491
0.56778,0.65857,0.060419,2,1,1,2,2,0.38891,0.9998,0.017
0.69267,0.84949,0.63241,1,3,3,2,2,0.34514,0.0131,0.518
0.84933,0.67273,0.90861,3,2,1,1,2,0.044828,0.0582,0.685
0.22821,0.89109,0.1341,3,3,3,1,2,0.44065,0.0219,0.895
0.064747,0.60039,0.30308,1,3,1,3,1,0.29278,0.9998,0.071
0.9257,0.32778,0.53707,1,3,1,1,1,0.095807,0.0065,0.806
0.79582,0.70465,0.51532,1,3,3,3,2,0.19444,0.0175,0.295
0.045329,0.93074,0.25425,2,2,2,3,3,0.27785,0.9998,0.051
0.96075,0.88181,0.40224,2,3,2,1,3,0.25159,0.001,0.9
0.80036,0.82725,0.98234,2,3,3,3,1,0.055546,0.034,0.304
0.58508,0.43623,0.17313,3,3,1,2,2,0.45894,0.9998,0.093
0.90531,0.47037,0.23289,2,1,1,2,2,0.0080327,0.9393,0.02
0.64926,0.73921,0.14896,2,3,3,2,1,0.10103,0.0142,0.692
0.30453,0.83178,0.5472,2,1,1,2,3,0.38891,0.9998,0.003
0.29513,0.46335,0.47721,3,3,1,3,3,0.095529,0.9998,0.08
0.049176,0.686,0.59143,3,1,1,2,2,0.13762,0.9998,0.003
0.48669,0.47551,0.15207,2,2,2,3,3,0.31123,0.9998,0.03
0.81007,0.85834,0.87841,3,3,1,2,3,0.20072,0.9998,0.187
0.028757,0.49818,0.62233,3,2,1,2,3,0.051641,0.9998,0.087
0.12055,0.99653,0.94392,2,2,1,3,3,0.39369,0.9998,0.022
0.68507,0.80347,0.60623,2,3,1,3,3,0.067763,0.9998,0.143
0.21448,0.56025,0.44108,2,2,3,2,1,0.23351,0.0945,0.135
0.91123,0.41186,0.58435,1,3,1,2,3,0.22346,0.9998,0.093
0.22923,0.84699,0.96483,3,3,3,1,1,0.11235,0.0395,0.883
0.30881,0.42039,0.72414,3,3,1,2,3,0.29306,0.9998,0.081
0.15882,0.89225,0.47669,2,2,1,1,3,0.15803,0.9998,0.317
0.57463,0.67959,0.37737,1,3,3,2,1,0.04309,0.0329,0.605
0.85501,0.72073,0.80317,2,2,1,3,3,0.36257,0.9998,0.018
0.72475,0.56186,0.70218,3,3,1,3,3,0.09167,0.9998,0.086
0.29903,0.54803,0.15086,3,1,2,1,3,0.22324,0.0208,0.258
0.67863,0.84437,0.39556,3,3,2,1,3,0.012557,0.1033,0.9
0.37892,0.56313,0.61555,3,2,3,3,3,0.33163,0.5708,0.02
0.033805,0.81291,0.44315,1,1,1,1,1,0.20217,0.9998,0.056
0.1702,0.85611,0.37921,1,3,3,3,1,0.44619,0.6247,0.093
0.86478,0.45558,0.6012,2,1,3,2,1,0.12321,0.001,0.028
0.87097,0.6877,0.89778,3,2,1,1,3,0.47417,0.0175,0.52
0.73354,0.54519,0.3386,1,2,2,3,3,0.39448,0.5169,0.026
0.70144,0.87881,0.46717,3,2,2,2,2,0.090502,0.0637,0.309
0.080918,0.84937,0.18006,3,1,2,1,1,0.163,0.0527,0.301
0.050459,0.77305,0.11066,1,1,3,1,2,0.21699,0.0164,0.402
0.61071,0.31012,0.58536,3,1,3,2,2,0.21071,0.0373,0.004
0.32646,0.49753,0.70203,1,2,3,1,3,0.46942,0.0109,0.473
0.29995,0.60371,0.43982,3,2,2,3,1,0.23964,0.9998,0.023
0.2163,0.67999,0.52907,1,2,3,1,1,0.37701,0.0164,0.578
0.11821,0.67496,0.54712,2,3,3,2,1,0.41134,0.1539,0.205
0.74187,0.6967,0.74459,3,3,1,1,1,0.14388,0.1363,0.6
0.020961,0.44682,0.67739,1,2,1,3,3,0.22657,0.9998,0.014
0.83774,0.54341,0.97017,2,2,2,2,1,0.20124,0.0164,0.187
0.96801,0.5473,0.18394,2,2,2,3,2,0.28253,0.001,0.244
0.26761,0.94432,0.18937,3,2,3,3,3,0.11917,0.2199,0.137
0.13298,0.4148,0.27122,2,1,1,1,1,0.17262,0.9998,0.029
0.94637,0.546,0.058925,1,1,3,1,3,0.46069,0.001,0.533
0.75132,0.42349,0.82621,3,1,2,1,3,0.016847,0.0043,0.28
0.35681,0.51475,0.67383,1,3,3,2,3,0.028083,0.0989,0.442
0.98884,0.62543,0.94682,1,3,2,2,2,0.050117,0.001,0.66
0.16383,0.69801,0.15285,1,2,3,1,1,0.33531,0.0153,0.71
0.39803,0.70987,0.81176,3,3,2,2,2,0.34093,0.6918,0.14
0.98282,0.87132,0.18944,3,1,1,2,3,0.019866,0.0131,0.085
0.059785,0.73452,0.16519,2,3,1,3,2,0.16466,0.9998,0.143
0.13648,0.70708,0.6712,1,2,3,2,2,0.41847,0.1715,0.1
0.57505,0.3117,0.5404,2,1,3,2,3,0.42633,0.0461,0.003
0.45934,0.90593,0.77586,1,2,3,2,1,0.17101,0.0483,0.24
0.574,0.86027,0.44962,3,2,3,3,2,0.13801,0.1022,0.097
0.69082,0.6248,0.7691,3,2,2,2,1,0.16747,0.089,0.144
0.82319,0.41479,0.20568,1,2,1,1,2,0.048773,0.023,0.72
0.86636,0.346,0.060339,3,3,2,1,1,0.13001,0.0021,0.9
0.043001,0.41662,0.58668,2,3,1,3,2,0.25469,0.9998,0.044
0.66668,0.73556,0.85545,3,3,3,1,3,0.27415,0.0054,0.9
0.21592,0.33567,0.28183,3,1,2,1,3,0.066765,0.0439,0.142
0.32432,0.74017,0.75173,2,1,2,1,1,0.22302,0.0483,0.138
0.77561,0.3573,0.54873,1,2,1,1,1,0.36603,0.045,0.235
0.60094,0.54354,0.81206,2,2,3,1,2,0.058614,0.0054,0.811
0.12316,0.54362,0.46059,2,3,3,2,3,0.22768,0.1385,0.248
0.54967,0.86472,0.45563,2,1,2,3,3,0.2936,0.9998,0.001
0.89675,0.41657,0.22241,3,3,2,2,1,0.31416,0.0021,0.561
0.39857,0.31712,0.46689,2,2,1,1,3,0.42915,0.9998,0.066
0.14604,0.38521,0.30936,3,2,2,1,3,0.43982,0.0494,0.27
0.16223,0.94405,0.10689,1,2,1,3,2,0.07177,0.9998,0.131
0.90853,0.62084,0.32864,2,1,1,3,1,0.49564,0.9998,0.001
0.92859,0.6473,0.49176,3,1,3,1,3,0.4961,0.001,0.298
0.74619,0.42138,0.36196,2,3,1,2,3,0.33068,0.9998,0.091
0.48737,0.54075,0.075561,2,3,3,1,1,0.1681,0.0087,0.9
0.85662,0.39312,0.86323,1,1,2,3,3,0.29715,0.144,0.001
0.36581,0.99875,0.955,2,3,1,3,2,0.25666,0.9998,0.092
0.85984,0.34635,0.53442,3,1,2,2,1,0.0031546,0.0175,0.032
0.15457,0.86864,0.97788,2,2,2,3,1,0.14257,0.9998,0.027
0.6176,0.39531,0.80916,2,3,3,1,1,0.48894,0.0032,0.693
0.67279,0.38939,0.21927,3,1,3,1,1,0.32943,0.001,0.34
0.57217,0.56897,0.85608,1,2,2,2,2,0.17781,0.2859,0.086
0.15323,0.93355,0.57373,3,2,1,3,1,0.34118,0.9998,0.027
0.43329,0.46261,0.19939,1,2,2,1,2,0.12857,0.0175,0.669
0.19196,0.4858,0.59661,1,1,1,2,1,0.058245,0.9998,0.003
0.89156,0.93782,0.21506,1,2,1,2,3,0.31263,0.3112,0.185
0.10455,0.93616,0.77222,1,3,1,3,1,0.062152,0.9998,0.142
0.98656,0.62157,0.37622,3,2,2,2,3,0.015897,0.001,0.456
0.57615,0.51292,0.28953,3,1,2,3,2,0.1357,0.9998,0.001
0.26539,0.65173,0.5679,3,1,2,1,1,0.063055,0.0516,0.209
0.1639,0.89273,0.47599,1,3,1,3,3,0.35452,0.9998,0.095
0.6,0.39402,0.05369,1,1,3,2,1,0.10299,0.0032,0.163
0.30338,0.69679,0.65353,1,2,1,3,2,0.33285,0.9998,0.019
0.38285,0.54752,0.33052,2,1,3,3,3,0.35123,0.3948,0.001
0.052184,0.67799,0.38094,2,1,2,1,2,0.49922,0.1099,0.08
0.27781,0.82811,0.97893,2,3,3,1,1,0.32123,0.023,0.799
0.54504,0.33137,0.33469,3,3,2,1,2,0.40129,0.0087,0.575
0.39387,0.37764,0.99649,2,1,1,3,2,0.0026501,0.9998,0.001
0.039344,0.61217,0.32819,1,3,2,2,2,0.39875,0.9998,0.122
0.39499,0.7746,0.15342,3,3,1,3,1,0.032631,0.9998,0.239
0.28227,0.76804,0.61936,1,1,2,3,2,0.45773,0.9998,0.001
0.068315,0.32082,0.84162,1,1,3,1,3,0.37696,0.0461,0.034
0.25157,0.73094,0.46839,1,1,1,3,1,0.36918,0.9998,0.001
0.20261,0.69709,0.48313,1,2,2,3,1,0.14621,0.9998,0.031
0.024774,0.77696,0.73535,2,2,3,1,1,0.074735,0.0439,0.708
0.54421,0.95349,0.031417,1,1,1,3,2,0.33115,0.9998,0.017
0.096796,0.62835,0.10415,3,2,3,3,3,0.18608,0.221,0.107
0.50037,0.33314,0.69408,1,3,2,3,3,0.037017,0.9998,0.07
0.29975,0.91826,0.73346,2,2,3,2,1,0.29531,0.0945,0.17
0.7775,0.59268,0.10836,2,3,1,1,1,0.20715,0.034,0.788
0.07924,0.69147,0.35913,3,2,3,1,1,0.40266,0.0219,0.563
0.19111,0.71713,0.80343,1,2,2,1,3,0.11351,0.0813,0.56
0.14299,0.84763,0.88102,3,3,1,3,2,0.41515,0.9998,0.065
0.18975,0.39068,0.24061,2,1,2,1,1,0.2816,0.0516,0.089
0.43843,0.50784,0.54257,3,3,1,1,1,0.46222,0.8458,0.161
0.056811,0.99242,0.90399,1,2,1,2,2,0.39703,0.9998,0.07
0.41829,0.99962,0.67354,1,3,2,1,1,0.27492,0.0527,0.807
0.91789,0.37193,0.74845,3,1,3,2,1,0.39215,0.001,0.015
